罪大惡極,1.4,8.8
罪犯,2.6,6
罪名,2.6,5.2
罪行,2.4,6
罪惡,2.2,7
罪過,2.6,6.4
罪孽,2,7.6
羨慕,6,5.6
義,6.4,6
義憤,3.2,7.6
萬念俱灰,1.4,7.4
萬歲,7.6,7.6
落伍,3.6,4.2
落空,3.4,5.8
解決,6.2,4.8
解脫,6.2,6
詫異,4.2,6.8
詭計,3.4,5.2
詼諧,6.4,4.6
誇大,3.6,5
誠,6.8,4.8
誠心,7,4.6
誠實,7.2,4.8
賊,2.6,6
躲避,3.6,4.8
遇難,2,6.4
過失,3,5.4
過錯,3.2,5
違心,3,5.2
違犯,3,5.2
違抗,2.8,6.8
違法,2.4,6.6
違紀,2.6,5.6
違約,2.8,5.6
違背,3,4.8
違規,3.4,5.2
頑固,3.2,6.4
頑強,5,6.2
鼓舞,6.6,6.8
厭世,2.2,6.6
厭食,2.8,5.2
厭倦,3.2,4.2
厭惡,2.6,7.2
厭煩,3,5.6
嘆,4,3.6
嘆息,3.4,3.8
嘆氣,3.2,4
嫩,5.2,4.4
寧靜,6.2,1.6
對抗,4,7.2
對質,3.8,7
慘,2.8,5
慢,4.4,2.8
慷慨,6.8,5.8
摧毀,2.8,7.2
榮幸,6.8,5.4
榮耀,7.6,7
榮譽,7.6,5.8
滿足,7.4,4.6
滿意,7.2,5.6
漂亮,7.2,6
漫不經心,3.2,3.4
瑣事,3.8,4.6
瑣碎,3.8,4.6
疑心,3.2,5.4
疑神,3.8,5.6
疑惑,3.8,4.8
疑慮,3.6,5
疑點,3.8,4.2
疑難,3.8,4.4
疑懼,3.8,6.2
瘋,2.6,7.8
禍,3.2,6
福氣,7,4.4
精力,5.4,4
精心,6.2,4.6
精美,6.4,4.2
精疲力盡,3,5.2
精疲力竭,3,5.4
精彩,7.6,7.6
緊張,3.6,7
緊繃,3.8,7.2
腐朽,2.8,4
腐臭,3,4.4
腐敗,2.4,5.6
腐爛,2.6,4.8
認可,5.8,4
誤,3.6,4
誤會,3.2,5.4
誤解,3.4,5.6
說謊,2.6,5.4
豪爽,7.2,6.8
豪華,6.8,5.8
輕快,6.2,4.8
輕忽,3.8,5.2
輕視,3.2,5.6
輕蔑,2.6,6.8
輕鬆,6,2.2
遠離,4.4,3.8
鄙,2.8,6.2
酷刑,2,8.2
酷愛,8,7.2
酸,4.6,4.8
酸甜苦辣,4.8,5.2
銘印,5.8,6.2
骯髒,3.2,4.6
鼻酸,3.4,6.4
僵化,3.8,4
僵住,3.8,3.6
僵冷,3.6,3.4
僵局,3.8,4.2
僵持,3.4,5.6
僵硬,3.4,5.4
劇烈,4.6,8.2
嘮叨,3.8,5.8
噁,2.4,6
噁心,2.2,6.8
墮落,2.4,6.2
嫵媚,6.6,5.6
嬉笑,5.8,5.6
嬌弱,3.8,3.4
寬大,6.2,4.2
寬容,7,3.2
德行,6.6,3.2
慶功,7,7.2
慶生,6.4,6.4
慶幸,6.4,6
慶賀,7,6
憂心,3.6,6
憂患,3.2,5.4
憂勞,3.6,5.6
憂傷,3,5.6
憂愁,2.8,5.4
憂煩,3,5.4
憂慮,2.8,6.2
憂鬱,2.4,4.8
憎,2.2,6.8
憐惜,4.6,4.8
憤,2.6,7.6
摯情,7.2,5.4
摯愛,7.8,6.2
摯誠,7.6,6
撒謊,3.2,5.2
撫育,6,3.8
敵視,3,6.6
敵意,3.4,6.4
敵對,2.8,7
暴力,2.2,7.8
暴怒,1.8,8.4
暴躁,2.8,8
樂,6.6,5.6
樂子,6.2,4.2
樂不,5.2,4.4
樂天,6.8,4.6
樂在其中,7,5.6
樂此,6.4,5
樂而,6.2,4.4
樂得,6.2,4.4
樂善,6.4,4.4
樂園,6.4,5.4
樂極生悲,2.8,6.8
樂趣,6.4,5
樂觀,7,5
歎為觀止,6.6,7.6
毅然,5.8,6.4
潔淨,6.2,4.6
熱切,6.2,6.4
熱烈,6.4,7.6
熱衷,6.4,6.4
熱情,6.6,6.4
熱望,6.2,6
熱淚盈眶,5,7.6
熱鬧,6.4,6.6
獎,6.8,5.2
獎助,7,5.2
獎杯,7.4,5.4
獎狀,7.4,5.2
獎金,7.6,5.6
獎品,7.4,5.6
獎章,6.8,5
獎牌,6.8,5.2
獎賞,6.6,5.4
獎學金,7.4,5.6
獎勵,7,5.2
確定,6.2,5.2
確信,6.2,5.4
窮,3.6,4
窮困,3,4.2
糊塗,3.8,3.6
緩和,5.2,3.2
蔑視,2.6,6.6
衝突,3.4,6.8
衝擊,3.2,7.2
調皮,5,4.8
調戲,3.6,6.2
賤民,2.2,7.6
賤骨頭,1.8,7.8
質疑,3.6,5.6
輝煌,7,6.2
適宜,6.4,5
適時,6.2,5
適當,6.2,4.6
遭受,3.6,5.8
鋌而走險,3,7
震怒,2.4,8.2
震顫,3.2,7.4
震驚,3.6,7.4
霉運,2.8,5.4
養育,6.2,4
魄力,7,6.2
魅力,7.2,5.6
懊悔,3.4,6.4
懊惱,3.2,7
戰火,3,6.8
戰爭,3,7.2
戰鬥,3,7
戰勝,7.4,7.4
戰亂,3,7.2
擁抱,6.4,5.6
擁護,6.4,6
擅長,6.2,5
操心,3.8,5.6
操守,5.2,3.8
操勞,3.6,5.2
擔保,5,4.8
擔憂,3.6,4.8
整齊,6.6,4.2
整潔,6.8,4.2
機敏,7,5.6
機警,7,6.4
機靈,7,6
激怒,2.6,7.8
激動,4.8,7.8
激情,5.4,7.4
激勵,7.2,6.8
獨自,4.2,3.2
獨創,6.2,4.2
瘸,3.4,3.6
積極,6.6,6.6
罹難,1.8,7
膩,3.6,4
興旺,6.8,5.6
興致,6.2,6
興趣,6.6,5.4
興奮,7.4,7.2
融洽,7.4,5
褫奪,2.6,7.4
親,6.6,5.8
親吻,7.2,7.4
親和,7,4.4
親密,7.6,6.2
諷刺,3,6.8
諾言,6.8,5.8
謀殺,1.6,7.8
踴躍,6.8,6.8
蹂躪,2.2,7.6
輸家,3,5
輸掉,3.4,5.2
遲到,3.8,5
遲鈍,3.6,3.6
遲疑,3.6,4.8
遺棄,2.8,5.8
遺憾,2.6,4.8
錯,3,4.8
錯亂,3,6.2
錯誤,3.2,5.6
頭昏,3.2,4.6
默哀,2.2,4.2
優,6.8,5.4
優秀,7.6,6.6
優良,7.6,6.2
優柔寡斷,3.2,4.6
優美,6.8,5.4
優勝,7.6,6.8
優惠,6.8,6.2
優雅,6.8,5
優勢,6.8,6
優點,7,5
嚇,3.6,6.8
壓力,2.6,6.8
壓抑,2.6,5.4
壓制,3.6,6
壓迫,2.8,7.2
尷尬,3.8,4.6
懦,3.2,4.2
擊,4.8,6.6
擊敗,6,6.8
濫用,3,5.6
濫情,3,6.2
燦爛,6.6,6.4
獲勝,7.8,7.2
獲獎,7.8,7
瞧不起,3.2,6.2
糟,3.4,4.4
糟糕,3.2,5.2
糟蹋,2.4,7.2
繁瑣,3.8,5
繃緊,4.2,7.2
聰明,7,4.8
膽小,3.6,4.6
膽怯,3.2,5.2
膽量,5.4,4.6
膽戰心驚,2.8,7.6
艱困,3.2,6.6
艱辛,3,6.4
艱苦,3,6.6
艱深,3.4,6.4
艱鉅,3.2,7.2
艱險,3,7.8
艱澀,3.2,7.2
艱難,3.2,7.2
虧損,3.2,5.6
褻瀆,2.4,7.6
謝天謝地,7.4,7.4
謝意,6.2,6
醜,3.6,3.8
鮮明,6.4,5.4
鮮美,6.2,5.4
嚮往,6,5
簡潔,6.2,4.8
謹慎,6.4,4.2
蹧蹋,2.6,7.2
鎮定,5.4,2.8
鎮靜,5.4,1.8
鎮壓,3,7
雜亂,3.6,5.6
鬆懈,3.6,4.2
壞人,3.4,5.4
壞心,3.4,6
壞死,2.8,5
壞事,3.4,5.2
壞處,3.4,5
壞話,3.4,5
壞運,3,5.6
寵愛,6.8,5.6
懲罰,3.4,6.2
懶惰,3.4,4
懶散,3.6,3
懷鄉,5,4.6
爆發,4.2,7.6
癡迷,3.8,6.8
穩健,7,5.2
贊同,7,5
辭職,4,4.8
難吃,3.4,5.8
難堪,3,6.4
難過,3,5.6
難聞,3.6,5.6
難熬,2.6,7.2
難題,3.6,5.2
願,6,5
騙,3.4,6
嚴重,3.2,7
嚴峻,3,7.6
嚴格,3.8,6.8
嚴酷,2.8,7.6
嚴厲,3.8,7.4
寶貴,7,5
競爭,5,6.6
耀眼,6.6,6.4
觸目驚心,2.6,8
觸怒,2.8,7.4
觸景傷情,2.8,6.2
贏取,6.4,6
贏錢,6.6,6.2
騷動,4,6.6
騷擾,3.4,6
懼怕,2.6,7.2
爛,2.8,5.6
犧牲,3.6,6.6
纏身,3.6,6.2
纏訟,3.6,5.6
纏綿,6.8,6.6
蠢,3,5.2
護,6,4.4
躊躇,4.2,4.8
顧慮,4.2,4.6
歡天喜地,8.2,7.8
歡心,7.2,6.6
歡呼,7.2,7.2
歡欣,7.2,7
歡笑,7.4,6.8
歡喜,7.4,6.8
歡愉,6.6,6.8
歡樂,7.2,6.8
歡聲,7.2,6.2
歡歡喜喜,8,6.8
顫抖,3.2,6.8
驕傲,4.8,6.4
髒,3.2,4.6
攪亂,3,6.6
變味,3.4,5.2
變動,4.8,6
變質,3.4,5
驚,4.8,7
驚人,4.8,7.6
驚心,4.6,7.6
驚呆,4.4,7.8
驚奇,6.2,7.4
驚怕,3.6,7
驚恐,2.8,7.8
驚悚,2.8,7.8
驚異,3.8,7.2
驚訝,5,7.2
驚喜,7.2,7.4
驚愕,3.6,7.4
驚慌,3.2,7.6
驚嘆,5.4,7.6
驚疑,4,7.2
驚歎,5,7.6
驚險,4,7.6
驚駭,3.2,7.8
驚嚇,3,7.8
驚擾,3.4,6.8
體面,6.4,5.4
體貼,7,5.6
體會,6.4,4.4
體諒,6.6,4.8
靈巧,7.2,4.8
靈活,6.8,4.2
靈敏,6.6,4.2
靈感,6.2,4.2
齷齪,2.2,8
讚,7.6,5.6
讚不絕口,8.2,8
讚佩,7.8,7
讚嘆,7.6,7.2
讚歎,7.6,7.2
讚賞,7.8,6.8
鬱,3,4.8
貪污,1.8,7.6
